,file,transcript,hindi_target,hindi_translated
4165,MAN_SW_4165_1Z7A, ONE ZERO SEVEN,एक शून्य सात, एक शून्य सात _END
4166,MAN_SW_4166_25A, TWO FIVE,दो पांच, दो पांच _END
4167,MAN_SW_4167_2744A, TWO SEVEN FOUR FOUR,दो सात चार चार, दो सात चार चार _END
4168,MAN_SW_4168_29997A, TWO NINE NINE NINE SEVEN,दो नौ नौ नौ सात, दो नौ नौ नौ सात _END
4169,MAN_SW_4169_2A, TWO,दो, दो _END
4170,MAN_SW_4170_2B, TWO,दो, दो _END
4171,MAN_SW_4171_2OO659OA, TWO ZERO ZERO SIX FIVE NINE ZERO,दो शून्य शून्य छः पांच नौ शून्य, दो शून्य शून्य छः पांच नौ शून्य _END
4172,MAN_SW_4172_2ZZ92A, TWO ZERO ZERO NINE TWO,दो शून्य शून्य नौ दो, दो शून्य शून्य नौ दो _END
4173,MAN_SW_4173_319ZZ38A, THREE ONE NINE ZERO ZERO THREE EIGHT,तीन एक नौ शून्य शून्य तीन आठ, तीन एक नौ शून्य शून्य तीन आठ _END
4174,MAN_SW_4174_33263Z9A, THREE THREE TWO SIX THREE ZERO NINE,तीन तीन दो छः तीन शून्य नौ, तीन तीन दो छः तीन शून्य नौ _END
4175,MAN_SW_4175_345OA, THREE FOUR FIVE ZERO,तीन चार पांच शून्य, तीन चार पांच शून्य _END
4176,MAN_SW_4176_35Z46A, THREE FIVE ZERO FOUR SIX,तीन पांच शून्य चार छः, तीन पांच शून्य चार छः _END
4177,MAN_SW_4177_37A, THREE SEVEN,तीन सात, तीन सात _END
4178,MAN_SW_4178_3B, THREE,तीन, तीन _END
4179,MAN_SW_4179_42949A, FOUR TWO NINE FOUR NINE,चार दो नौ चार नौ, चार दो नौ चार नौ _END
4180,MAN_SW_4180_4322OA, FOUR THREE TWO TWO ZERO,चार तीन दो दो शून्य, चार तीन दो दो शून्य _END
4181,MAN_SW_4181_47A, FOUR SEVEN,चार सात, चार सात _END
4182,MAN_SW_4182_4867A, FOUR EIGHT SIX SEVEN,चार आठ छः सात, चार आठ छः सात _END
4183,MAN_SW_4183_4A, FOUR,चार, चार _END
4184,MAN_SW_4184_4B, FOUR,चार, चार _END
4185,MAN_SW_4185_4ZA, FOUR ZERO,चार शून्य, चार शून्य _END
4186,MAN_SW_4186_516A, FIVE ONE SIX,पांच एक छः, पांच एक छः _END
4187,MAN_SW_4187_5171A, FIVE ONE SEVEN ONE,पांच एक सात एक, पांच एक सात एक _END
4188,MAN_SW_4188_56O4247A, FIVE SIX ZERO FOUR TWO FOUR SEVEN,पांच छः शून्य चार दो चार सात, पांच छः शून्य चार दो चार सात _END
4189,MAN_SW_4189_578A, FIVE SEVEN EIGHT,पांच सात आठ, पांच सात आठ _END
4190,MAN_SW_4190_5A, FIVE,पांच, पांच _END
4191,MAN_SW_4191_5B, FIVE,पांच, पांच _END
4192,MAN_SW_4192_5OA, FIVE ZERO,पांच शून्य, पांच शून्य _END
4193,MAN_SW_4193_62A, SIX TWO,छः दो, छः दो _END
4194,MAN_SW_4194_6415A, SIX FOUR ONE FIVE,छः चार एक पांच, छः चार एक पांच _END
4195,MAN_SW_4195_65491Z2A, SIX FIVE FOUR NINE ONE ZERO TWO,छः पांच चार नौ एक शून्य दो, छः पांच चार नौ एक शून्य दो _END
4196,MAN_SW_4196_66ZA, SIX SIX ZERO,छः छः शून्य, छः छः शून्य _END
4197,MAN_SW_4197_6B, SIX,छः, छः _END
4198,MAN_SW_4198_6Z17A, SIX ZERO ONE SEVEN,छः शून्य एक सात, छः शून्य एक सात _END
4199,MAN_SW_4199_725A, SEVEN TWO FIVE,सात दो पांच, सात दो पांच _END
4200,MAN_SW_4200_76A, SEVEN SIX,सात छः, सात छः _END
4201,MAN_SW_4201_779A, SEVEN SEVEN NINE,सात सात नौ, सात सात नौ _END
4202,MAN_SW_4202_79788A, SEVEN NINE SEVEN EIGHT EIGHT,सात नौ सात आठ आठ, सात नौ सात आठ आठ _END
4203,MAN_SW_4203_7A, SEVEN,सात, सात _END
4204,MAN_SW_4204_7B, SEVEN,सात, सात _END
4205,MAN_SW_4205_7O585O8A, SEVEN ZERO FIVE EIGHT FIVE ZERO EIGHT,सात शून्य पांच आठ पांच शून्य आठ, सात शून्य पांच आठ पांच आठ शून्य _END
4206,MAN_SW_4206_8168A, EIGHT ONE SIX EIGHT,आठ एक छः आठ, आठ एक छः आठ _END
4207,MAN_SW_4207_82A, EIGHT TWO,आठ दो, आठ दो _END
4208,MAN_SW_4208_84Z8A, EIGHT FOUR ZERO EIGHT,आठ चार शून्य आठ, आठ चार शून्य आठ _END
4209,MAN_SW_4209_8989615A, EIGHT NINE EIGHT NINE SIX ONE FIVE,आठ नौ आठ नौ छः एक पांच, आठ नौ आठ नौ छः एक पांच _END
4210,MAN_SW_4210_8A, EIGHT,आठ, आठ _END
4211,MAN_SW_4211_8B, EIGHT,आठ, आठ _END
4212,MAN_SW_4212_8ZZ8A, EIGHT ZERO ZERO EIGHT,आठ शून्य शून्य आठ, आठ शून्य शून्य आठ _END
4213,MAN_SW_4213_918753OA, NINE ONE EIGHT SEVEN FIVE THREE ZERO,नौ एक आठ सात पांच तीन शून्य, नौ एक आठ सात पांच तीन शून्य _END
4214,MAN_SW_4214_93A, NINE THREE,नौ तीन, नौ तीन _END
4215,MAN_SW_4215_941A, NINE FOUR ONE,नौ चार एक, नौ चार एक _END
4216,MAN_SW_4216_9553936A, NINE FIVE FIVE THREE NINE THREE SIX,नौ पांच पांच तीन नौ तीन छः, नौ पांच पांच तीन नौ तीन छः _END
4217,MAN_SW_4217_9A, NINE,नौ, नौ _END
4218,MAN_SW_4218_9B, NINE,नौ, नौ _END
4219,MAN_SW_4219_9O634A, NINE ZERO SIX THREE FOUR,नौ शून्य छः तीन चार, नौ शून्य छः तीन चार _END
4220,MAN_SW_4220_O2684A, ZERO TWO SIX EIGHT FOUR,शून्य दो छः आठ चार, शून्य दो छः आठ चार _END
4221,MAN_SW_4221_O3A, ZERO THREE,शून्य तीन, शून्य तीन _END
4222,MAN_SW_4222_O4OA, ZERO FOUR ZERO,शून्य चार शून्य, शून्य चार शून्य _END
4223,MAN_SW_4223_O8O1OA, ZERO EIGHT ZERO ONE ZERO,शून्य आठ शून्य एक शून्य, शून्य आठ शून्य एक शून्य _END
4224,MAN_SW_4224_OA, ZERO,शून्य, शून्य _END
4225,MAN_SW_4225_OB, ZERO,शून्य, शून्य _END
4226,MAN_SW_4226_OO5A, ZERO ZERO FIVE,शून्य शून्य पांच, शून्य शून्य पांच _END
4227,MAN_SW_4227_Z235A, ZERO TWO THREE FIVE,शून्य दो तीन पांच, शून्य दो तीन पांच _END
4228,MAN_SW_4228_Z31ZA, ZERO THREE ONE ZERO,शून्य तीन एक शून्य, शून्य तीन एक शून्य _END
4229,MAN_SW_4229_Z59A, ZERO FIVE NINE,शून्य पांच नौ, शून्य पांच नौ _END
4230,MAN_SW_4230_Z69A, ZERO SIX NINE,शून्य छः नौ, शून्य छः नौ _END
4231,MAN_SW_4231_Z6A, ZERO SIX,शून्य छः, शून्य छः _END
4232,MAN_SW_4232_ZA, ZERO,शून्य, शून्य _END
4233,MAN_SW_4233_ZB, ZERO,शून्य, शून्य _END
4234,MAN_TC_4234_3B, THREE,तीन, तीन _END
4235,MAN_TC_4235_6A, SIX,छः, छः _END
4236,MAN_TC_4236_1298A, ONE TWO NINE EIGHT,एक दो नौ आठ, एक दो नौ आठ _END
4237,MAN_TC_4237_1474568A, ONE FOUR SEVEN FOUR FIVE SIX EIGHT,एक चार सात चार पांच छः आठ, एक चार सात चार पांच छः आठ _END
4238,MAN_TC_4238_161A, ONE SIX ONE,एक छः एक, एक छः एक _END
4239,MAN_TC_4239_1743Z44A, ONE SEVEN FOUR THREE ZERO FOUR FOUR,एक सात चार तीन शून्य चार चार, एक सात चार तीन शून्य चार चार _END
4240,MAN_TC_4240_1A, ONE,एक, एक _END
4241,MAN_TC_4241_1B, ONE,एक, एक _END
4242,MAN_TC_4242_1Z4A, ONE ZERO FOUR,एक शून्य चार, एक शून्य चार _END
4243,MAN_TC_4243_22A, TWO TWO,दो दो, दो दो _END
4244,MAN_TC_4244_23A, TWO THREE,दो तीन, दो तीन _END
4245,MAN_TC_4245_2521O7OA, TWO FIVE TWO ONE ZERO SEVEN ZERO,दो पांच दो एक शून्य सात शून्य, दो पांच दो एक शून्य सात शून्य _END
4246,MAN_TC_4246_265532OA, TWO SIX FIVE FIVE THREE TWO ZERO,दो छः पांच पांच तीन दो शून्य, दो छः पांच पांच तीन दो शून्य _END
4247,MAN_TC_4247_2895175A, TWO EIGHT NINE FIVE ONE SEVEN FIVE,दो आठ नौ पांच एक सात पांच, दो आठ नौ पांच एक सात पांच _END
4248,MAN_TC_4248_2A, TWO,दो, दो _END
4249,MAN_TC_4249_2B, TWO,दो, दो _END
4250,MAN_TC_4250_3159A, THREE ONE FIVE NINE,तीन एक पांच नौ, तीन एक पांच नौ _END
4251,MAN_TC_4251_33A, THREE THREE,तीन तीन, तीन तीन _END
4252,MAN_TC_4252_3544A, THREE FIVE FOUR FOUR,तीन पांच चार चार, तीन पांच चार चार _END
4253,MAN_TC_4253_39O93A, THREE NINE ZERO NINE THREE,तीन नौ शून्य नौ तीन, तीन नौ शून्य नौ तीन _END
4254,MAN_TC_4254_3A, THREE,तीन, तीन _END
4255,MAN_TC_4255_3Z5A, THREE ZERO FIVE,तीन शून्य पांच, तीन शून्य पांच _END
4256,MAN_TC_4256_41ZA, FOUR ONE ZERO,चार एक शून्य, चार एक शून्य _END
4257,MAN_TC_4257_4249A, FOUR TWO FOUR NINE,चार दो चार नौ, चार दो चार नौ _END
4258,MAN_TC_4258_42928A, FOUR TWO NINE TWO EIGHT,चार दो नौ दो आठ, चार दो नौ दो आठ _END
4259,MAN_TC_4259_493A, FOUR NINE THREE,चार नौ तीन, चार नौ तीन _END
4260,MAN_TC_4260_4A, FOUR,चार, चार _END
4261,MAN_TC_4261_4B, FOUR,चार, चार _END
4262,MAN_TC_4262_4Z3667ZA, FOUR ZERO THREE SIX SIX SEVEN ZERO,चार शून्य तीन छः छः सात शून्य, चार शून्य छः तीन छः सात शून्य _END
4263,MAN_TC_4263_5233199A, FIVE TWO THREE THREE ONE NINE NINE,पांच दो तीन तीन एक नौ नौ, पांच दो तीन तीन एक नौ नौ _END
4264,MAN_TC_4264_54Z1A, FIVE FOUR ZERO ONE,पांच चार शून्य एक, पांच चार शून्य एक _END
4265,MAN_TC_4265_57726A, FIVE SEVEN SEVEN TWO SIX,पांच सात सात दो छः, पांच सात सात दो छः _END
4266,MAN_TC_4266_57Z3A, FIVE SEVEN ZERO THREE,पांच सात शून्य तीन, पांच सात शून्य तीन _END
4267,MAN_TC_4267_586A, FIVE EIGHT SIX,पांच आठ छः, पांच आठ छः _END
4268,MAN_TC_4268_5A, FIVE,पांच, पांच _END
4269,MAN_TC_4269_5B, FIVE,पांच, पांच _END
4270,MAN_TC_4270_634O487A, SIX THREE FOUR ZERO FOUR EIGHT SEVEN,छः तीन चार शून्य चार आठ सात, छः तीन चार शून्य चार आठ सात _END
4271,MAN_TC_4271_63A, SIX THREE,छः तीन, छः तीन _END
4272,MAN_TC_4272_64O62A, SIX FOUR ZERO SIX TWO,छः चार शून्य छः दो, छः चार शून्य छः दो _END
4273,MAN_TC_4273_69118Z2A, SIX NINE ONE ONE EIGHT ZERO TWO,छः नौ एक एक आठ शून्य दो, छः नौ एक एक आठ शून्य दो _END
4274,MAN_TC_4274_6B, SIX,छः, छः _END
4275,MAN_TC_4275_6O156A, SIX ZERO ONE FIVE SIX,छः शून्य एक पांच छः, छः शून्य एक पांच छः _END
4276,MAN_TC_4276_71O12A, SEVEN ONE ZERO ONE TWO,सात एक शून्य एक दो, सात एक शून्य एक दो _END
4277,MAN_TC_4277_72A, SEVEN TWO,सात दो, सात दो _END
4278,MAN_TC_4278_73A, SEVEN THREE,सात तीन, सात तीन _END
4279,MAN_TC_4279_765O3A, SEVEN SIX FIVE ZERO THREE,सात छः पांच शून्य तीन, सात छः पांच शून्य तीन _END
4280,MAN_TC_4280_794A, SEVEN NINE FOUR,सात नौ चार, सात नौ चार _END
4281,MAN_TC_4281_7A, SEVEN,सात, सात _END
4282,MAN_TC_4282_7B, SEVEN,सात, सात _END
4283,MAN_TC_4283_8221367A, EIGHT TWO TWO ONE THREE SIX SEVEN,आठ दो दो एक तीन छः सात, आठ दो दो एक तीन छः सात _END
4284,MAN_TC_4284_87A, EIGHT SEVEN,आठ सात, आठ सात _END
4285,MAN_TC_4285_88251A, EIGHT EIGHT TWO FIVE ONE,आठ आठ दो पांच एक, आठ आठ दो पांच एक _END
4286,MAN_TC_4286_8A, EIGHT,आठ, आठ _END
4287,MAN_TC_4287_8B, EIGHT,आठ, आठ _END
4288,MAN_TC_4288_8OA, EIGHT ZERO,आठ शून्य, आठ शून्य _END
4289,MAN_TC_4289_8ZA, EIGHT ZERO,आठ शून्य, आठ शून्य _END
4290,MAN_TC_4290_916A, NINE ONE SIX,नौ एक छः, नौ एक छः _END
4291,MAN_TC_4291_946Z9A, NINE FOUR SIX ZERO NINE,नौ चार छः शून्य नौ, नौ चार छः शून्य नौ _END
4292,MAN_TC_4292_95ZA, NINE FIVE ZERO,नौ पांच शून्य, नौ पांच शून्य _END
4293,MAN_TC_4293_9843A, NINE EIGHT FOUR THREE,नौ आठ चार तीन, नौ आठ चार तीन _END
4294,MAN_TC_4294_9A, NINE,नौ, नौ _END
4295,MAN_TC_4295_9B, NINE,नौ, नौ _END
4296,MAN_TC_4296_9O89A, NINE ZERO EIGHT NINE,नौ शून्य आठ नौ, नौ शून्य आठ नौ _END
4297,MAN_TC_4297_O2A, ZERO TWO,शून्य दो, शून्य दो _END
4298,MAN_TC_4298_O3OA, ZERO THREE ZERO,शून्य तीन शून्य, शून्य तीन शून्य _END
4299,MAN_TC_4299_O785A, ZERO SEVEN EIGHT FIVE,शून्य सात आठ पांच, शून्य सात आठ पांच _END
4300,MAN_TC_4300_OA, ZERO,शून्य, शून्य _END
4301,MAN_TC_4301_OB, ZERO,शून्य, शून्य _END
4302,MAN_TC_4302_OO6O5A, ZERO ZERO SIX ZERO FIVE,शून्य शून्य छः शून्य पांच, शून्य शून्य छः शून्य पांच _END
4303,MAN_TC_4303_OOO4611A, ZERO ZERO ZERO FOUR SIX ONE ONE,शून्य शून्य शून्य चार छः एक एक, शून्य शून्य शून्य चार छः एक एक _END
4304,MAN_TC_4304_Z647A, ZERO SIX FOUR SEVEN,शून्य छः चार सात, शून्य छः चार सात _END
4305,MAN_TC_4305_Z76Z1A, ZERO SEVEN SIX ZERO ONE,शून्य सात छः शून्य एक, शून्य सात छः शून्य एक _END
4306,MAN_TC_4306_Z88A, ZERO EIGHT EIGHT,शून्य आठ आठ, शून्य आठ आठ _END
4307,MAN_TC_4307_Z9A, ZERO NINE,शून्य नौ, शून्य नौ _END
4308,MAN_TC_4308_ZA, ZERO,शून्य, शून्य _END
4309,MAN_TC_4309_ZB, ZERO,शून्य, शून्य _END
4310,MAN_TC_4310_ZZ71A, ZERO ZERO SEVEN ONE,शून्य शून्य सात एक, शून्य शून्य सात एक _END
4311,WOMAN_AK_4388_3Z3Z9A, THREE ZERO THREE ZERO NINE,तीन शून्य तीन शून्य नौ, तीन शून्य तीन शून्य नौ _END
4312,WOMAN_AK_4389_6728ZA, SIX SEVEN TWO EIGHT ZERO,छः सात दो आठ शून्य, छः सात दो आठ शून्य _END
4313,WOMAN_AK_4390_1237743A, ONE TWO THREE SEVEN SEVEN FOUR THREE,एक दो तीन सात सात चार तीन, एक दो तीन सात सात चार तीन _END
4314,WOMAN_AK_4391_1393387A, ONE THREE NINE THREE THREE EIGHT SEVEN,एक तीन नौ तीन तीन आठ सात, एक तीन नौ तीन तीन आठ सात _END
4315,WOMAN_AK_4392_157A, ONE FIVE SEVEN,एक पांच सात, एक पांच सात _END
4316,WOMAN_AK_4393_1A, ONE,एक, एक _END
4317,WOMAN_AK_4394_1B, ONE,एक, एक _END
4318,WOMAN_AK_4395_1O46A, ONE ZERO FOUR SIX,एक शून्य चार छः, एक शून्य चार छः _END
4319,WOMAN_AK_4396_1ZA, ONE ZERO,एक शून्य, एक शून्य _END
4320,WOMAN_AK_4397_235OA, TWO THREE FIVE ZERO,दो तीन पांच शून्य, दो तीन पांच शून्य _END
4321,WOMAN_AK_4398_25A, TWO FIVE,दो पांच, दो पांच _END
4322,WOMAN_AK_4399_276317OA, TWO SEVEN SIX THREE ONE SEVEN ZERO,दो सात छः तीन एक सात शून्य, दो सात छः तीन एक सात शून्य _END
4323,WOMAN_AK_4400_289A, TWO EIGHT NINE,दो आठ नौ, दो आठ नौ _END
4324,WOMAN_AK_4401_2A, TWO,दो, दो _END
4325,WOMAN_AK_4402_2B, TWO,दो, दो _END
4326,WOMAN_AK_4403_2ZA, TWO ZERO,दो शून्य, दो शून्य _END
4327,WOMAN_AK_4404_334A, THREE THREE FOUR,तीन तीन चार, तीन तीन चार _END
4328,WOMAN_AK_4405_35A, THREE FIVE,तीन पांच, तीन पांच _END
4329,WOMAN_AK_4406_3615A, THREE SIX ONE FIVE,तीन छः एक पांच, तीन छः एक पांच _END
4330,WOMAN_AK_4407_3A, THREE,तीन, तीन _END
4331,WOMAN_AK_4408_3B, THREE,तीन, तीन _END
4332,WOMAN_AK_4409_3Z82A, THREE ZERO EIGHT TWO,तीन शून्य आठ दो, तीन शून्य आठ दो _END
4333,WOMAN_AK_4410_44Z5938A, FOUR FOUR ZERO FIVE NINE THREE EIGHT,चार चार शून्य पांच नौ तीन आठ, चार चार शून्य पांच नौ तीन आठ _END
4334,WOMAN_AK_4411_45681A, FOUR FIVE SIX EIGHT ONE,चार पांच छः आठ एक, चार पांच छः आठ एक _END
4335,WOMAN_AK_4412_4688A, FOUR SIX EIGHT EIGHT,चार छः आठ आठ, चार छः आठ आठ _END
4336,WOMAN_AK_4413_48Z66ZZA, FOUR EIGHT ZERO SIX SIX ZERO ZERO,चार आठ शून्य छः छः शून्य शून्य, चार आठ शून्य छः छः शून्य शून्य _END
4337,WOMAN_AK_4414_4978A, FOUR NINE SEVEN EIGHT,चार नौ सात आठ, चार नौ सात आठ _END
4338,WOMAN_AK_4415_4A, FOUR,चार, चार _END
4339,WOMAN_AK_4416_4B, FOUR,चार, चार _END
4340,WOMAN_AK_4417_521Z9A, FIVE TWO ONE ZERO NINE,पांच दो एक शून्य नौ, पांच दो एक शून्य नौ _END
4341,WOMAN_AK_4418_532A, FIVE THREE TWO,पांच तीन दो, पांच तीन दो _END
4342,WOMAN_AK_4419_55619A, FIVE FIVE SIX ONE NINE,पांच पांच छः एक नौ, पांच पांच छः एक नौ _END
4343,WOMAN_AK_4420_55OA, FIVE FIVE ZERO,पांच पांच शून्य, पांच पांच शून्य _END
4344,WOMAN_AK_4421_5A, FIVE,पांच, पांच _END
4345,WOMAN_AK_4422_5B, FIVE,पांच, पांच _END
4346,WOMAN_AK_4423_5Z874A, FIVE ZERO EIGHT SEVEN FOUR,पांच शून्य आठ सात चार, पांच शून्य आठ सात चार _END
4347,WOMAN_AK_4424_624A, SIX TWO FOUR,छः दो चार, छः दो चार _END
4348,WOMAN_AK_4425_63A, SIX THREE,छः तीन, छः तीन _END
4349,WOMAN_AK_4426_642A, SIX FOUR TWO,छः चार दो, छः चार दो _END
4350,WOMAN_AK_4427_6654599A, SIX SIX FIVE FOUR FIVE NINE NINE,छः छः पांच चार पांच नौ नौ, छः छः पांच पांच चार नौ नौ _END
4351,WOMAN_AK_4428_6A, SIX,छः, छः _END
4352,WOMAN_AK_4429_6B, SIX,छः, छः _END
4353,WOMAN_AK_4430_711A, SEVEN ONE ONE,सात एक एक, सात एक एक _END
4354,WOMAN_AK_4431_714OA, SEVEN ONE FOUR ZERO,सात एक चार शून्य, सात एक चार शून्य _END
4355,WOMAN_AK_4432_75A, SEVEN FIVE,सात पांच, सात पांच _END
4356,WOMAN_AK_4433_77278A, SEVEN SEVEN TWO SEVEN EIGHT,सात सात दो सात आठ, सात सात दो सात आठ _END
4357,WOMAN_AK_4434_7958A, SEVEN NINE FIVE EIGHT,सात नौ पांच आठ, सात नौ पांच आठ _END
4358,WOMAN_AK_4435_7A, SEVEN,सात, सात _END
4359,WOMAN_AK_4436_7B, SEVEN,सात, सात _END
4360,WOMAN_AK_4437_84983A, EIGHT FOUR NINE EIGHT THREE,आठ चार नौ आठ तीन, आठ चार नौ आठ तीन _END
4361,WOMAN_AK_4438_84Z3Z51A, EIGHT FOUR ZERO THREE ZERO FIVE ONE,आठ चार शून्य तीन शून्य पांच एक, आठ चार शून्य तीन शून्य पांच एक _END
4362,WOMAN_AK_4439_85A, EIGHT FIVE,आठ पांच, आठ पांच _END
4363,WOMAN_AK_4440_86Z1162A, EIGHT SIX ZERO ONE ONE SIX TWO,आठ छः शून्य एक एक छः दो, आठ छः शून्य एक एक छः दो _END
4364,WOMAN_AK_4441_89A, EIGHT NINE,आठ नौ, आठ नौ _END
4365,WOMAN_AK_4442_8A, EIGHT,आठ, आठ _END
4366,WOMAN_AK_4443_8B, EIGHT,आठ, आठ _END
4367,WOMAN_AK_4444_9196951A, NINE ONE NINE SIX NINE FIVE ONE,नौ एक नौ छः नौ पांच एक, नौ एक नौ छः नौ पांच एक _END
4368,WOMAN_AK_4445_942OA, NINE FOUR TWO ZERO,नौ चार दो शून्य, नौ चार दो शून्य _END
4369,WOMAN_AK_4446_9858A, NINE EIGHT FIVE EIGHT,नौ आठ पांच आठ, नौ आठ पांच आठ _END
4370,WOMAN_AK_4447_99731A, NINE NINE SEVEN THREE ONE,नौ नौ सात तीन एक, नौ नौ सात तीन एक _END
4371,WOMAN_AK_4448_9A, NINE,नौ, नौ _END
4372,WOMAN_AK_4449_9B, NINE,नौ, नौ _END
4373,WOMAN_AK_4450_9OA, NINE ZERO,नौ शून्य, नौ शून्य _END
4374,WOMAN_AK_4451_O67O3A, ZERO SIX SEVEN ZERO THREE,शून्य छः सात शून्य तीन, शून्य छः सात शून्य तीन _END
4375,WOMAN_AK_4452_O69A, ZERO SIX NINE,शून्य छः नौ, शून्य छः नौ _END
4376,WOMAN_AK_4453_O9OA, ZERO NINE ZERO,शून्य नौ शून्य, शून्य नौ शून्य _END
4377,WOMAN_AK_4454_OA, ZERO,शून्य, शून्य _END
4378,WOMAN_AK_4455_OB, ZERO,शून्य, शून्य _END
4379,WOMAN_AK_4456_OO21641A, ZERO ZERO TWO ONE SIX FOUR ONE,शून्य शून्य दो एक छः चार एक, शून्य शून्य दो एक छः चार एक _END
4380,WOMAN_AK_4457_OOA, ZERO ZERO,शून्य शून्य, शून्य शून्य _END
4381,WOMAN_AK_4458_Z176ZZ2A, ZERO ONE SEVEN SIX ZERO ZERO TWO,शून्य एक सात छः शून्य शून्य दो, शून्य एक सात छः शून्य शून्य दो _END
4382,WOMAN_AK_4459_Z4A, ZERO FOUR,शून्य चार, शून्य चार _END
4383,WOMAN_AK_4460_Z6ZA, ZERO SIX ZERO,शून्य छः शून्य, शून्य छः शून्य _END
4384,WOMAN_AK_4461_Z7Z2A, ZERO SEVEN ZERO TWO,शून्य सात शून्य दो, शून्य सात शून्य दो _END
4385,WOMAN_AK_4462_ZA, ZERO,शून्य, शून्य _END
4386,WOMAN_AK_4463_ZB, ZERO,शून्य, शून्य _END
4387,WOMAN_AK_4464_ZZ7Z4A, ZERO ZERO SEVEN ZERO FOUR,शून्य शून्य सात शून्य चार, शून्य शून्य सात शून्य चार _END
4388,WOMAN_AP_4465_3Z51Z81A, THREE ZERO FIVE ONE ZERO EIGHT ONE,तीन शून्य पांच एक शून्य आठ एक, तीन शून्य पांच एक शून्य आठ एक _END
4389,WOMAN_AP_4466_6A, SIX,छः, छः _END
4390,WOMAN_AP_4467_1121851A, ONE ONE TWO ONE EIGHT FIVE ONE,एक एक दो एक आठ पांच एक, एक एक दो आठ एक पांच एक _END
4391,WOMAN_AP_4468_1345A, ONE THREE FOUR FIVE,एक तीन चार पांच, एक तीन चार पांच _END
4392,WOMAN_AP_4469_13A, ONE THREE,एक तीन, एक तीन _END
4393,WOMAN_AP_4470_14A, ONE FOUR,एक चार, एक चार _END
4394,WOMAN_AP_4471_1A, ONE,एक, एक _END
4395,WOMAN_AP_4472_1B, ONE,एक, एक _END
4396,WOMAN_AP_4473_1O7A, ONE ZERO SEVEN,एक शून्य सात, एक शून्य सात _END
4397,WOMAN_AP_4474_2148A, TWO ONE FOUR EIGHT,दो एक चार आठ, दो एक चार आठ _END
4398,WOMAN_AP_4475_23A, TWO THREE,दो तीन, दो तीन _END
4399,WOMAN_AP_4476_2975A, TWO NINE SEVEN FIVE,दो नौ सात पांच, दो नौ सात पांच _END
4400,WOMAN_AP_4477_2A, TWO,दो, दो _END
4401,WOMAN_AP_4478_2B, TWO,दो, दो _END
4402,WOMAN_AP_4479_2OA, TWO ZERO,दो शून्य, दो शून्य _END
4403,WOMAN_AP_4480_2Z7A, TWO ZERO SEVEN,दो शून्य सात, दो शून्य सात _END
4404,WOMAN_AP_4481_31Z6A, THREE ONE ZERO SIX,तीन एक शून्य छः, तीन एक शून्य छः _END
4405,WOMAN_AP_4482_388A, THREE EIGHT EIGHT,तीन आठ आठ, तीन आठ आठ _END
4406,WOMAN_AP_4483_39Z4582A, THREE NINE ZERO FOUR FIVE EIGHT TWO,तीन नौ शून्य चार पांच आठ दो, तीन नौ शून्य चार पांच आठ दो _END
4407,WOMAN_AP_4484_3A, THREE,तीन, तीन _END
4408,WOMAN_AP_4485_3B, THREE,तीन, तीन _END
4409,WOMAN_AP_4486_3Z994A, THREE ZERO NINE NINE FOUR,तीन शून्य नौ नौ चार, तीन शून्य नौ नौ चार _END
4410,WOMAN_AP_4487_4241866A, FOUR TWO FOUR ONE EIGHT SIX SIX,चार दो चार एक आठ छः छः, चार दो चार एक आठ छः छः _END
4411,WOMAN_AP_4488_4347649A, FOUR THREE FOUR SEVEN SIX FOUR NINE,चार तीन चार सात छः चार नौ, चार तीन चार सात छः चार नौ _END
4412,WOMAN_AP_4489_43O6571A, FOUR THREE ZERO SIX FIVE SEVEN ONE,चार तीन शून्य छः पांच सात एक, चार तीन शून्य छः पांच सात एक _END
4413,WOMAN_AP_4490_46A, FOUR SIX,चार छः, चार छः _END
4414,WOMAN_AP_4491_4A, FOUR,चार, चार _END
4415,WOMAN_AP_4492_4B, FOUR,चार, चार _END
4416,WOMAN_AP_4493_4ZZ4722A, FOUR ZERO ZERO FOUR SEVEN TWO TWO,चार शून्य शून्य चार सात दो दो, शून्य चार चार शून्य सात दो दो _END
4417,WOMAN_AP_4494_5384Z39A, FIVE THREE EIGHT FOUR ZERO THREE NINE,पांच तीन आठ चार शून्य तीन नौ, पांच तीन आठ चार शून्य तीन नौ _END
4418,WOMAN_AP_4495_54622A, FIVE FOUR SIX TWO TWO,पांच चार छः दो दो, पांच चार छः दो दो _END
4419,WOMAN_AP_4496_54932A, FIVE FOUR NINE THREE TWO,पांच चार नौ तीन दो, पांच चार नौ तीन दो _END
4420,WOMAN_AP_4497_5527A, FIVE FIVE TWO SEVEN,पांच पांच दो सात, पांच पांच दो सात _END
4421,WOMAN_AP_4498_55OA, FIVE FIVE ZERO,पांच पांच शून्य, पांच पांच शून्य _END
4422,WOMAN_AP_4499_5A, FIVE,पांच, पांच _END
4423,WOMAN_AP_4500_5B, FIVE,पांच, पांच _END
4424,WOMAN_AP_4501_61A, SIX ONE,छः एक, छः एक _END
4425,WOMAN_AP_4502_6279A, SIX TWO SEVEN NINE,छः दो सात नौ, छः दो सात नौ _END
4426,WOMAN_AP_4503_63A, SIX THREE,छः तीन, छः तीन _END
